imdb_title,imdb_rank_toptv,imdb_series_type,imdb_ongoing,imdb_year_start,imdb_year_end,trakt_rating_imdb,trakt_vote_count_imdb,trakt_full_runtime_min,trakt_avg_ep_runtime_min,trakt_networks,trakt_country_of_origin,trakt_genres,trakt_studios,trakt_creators,trakt_num_of_episodes,trakt_num_of_seasons,trakt_series_regulars,trakt_guest_stars,wiki_created_by,wiki_written_by,wiki_executive_producers,wiki_producers,wiki_cinematography,wiki_editors
Severance,103,TV Series,Yes,2022,,8.7,"333,000",936,42,['Apple TV+'],United States,"['Science Fiction', 'Mystery', 'Drama']","['Endeavor Content', 'Red Hour', 'Fifth Season', 'Animals & People', 'Westward']",Dan Erickson,19,3,"['Adam Scott', 'Britt Lower', 'Tramell Tillman', 'Zach Cherry', 'Jen Tullock', 'Dichen Lachman', 'John Turturro', 'Christopher Walken', 'Patricia Arquette', 'Sarah Bock', 'Michael Chernus']","['Sydney Cole Alexander', 'Michael Cumpsty', 'Claudia Robinson', 'Karen Aldridge', 'Michael Siberry', 'Mark Kenneth Smaltz', 'Ólafur Darri Ólafsson', 'Yul Vazquez', 'Rachel Addington', 'Michael Chernus', 'Nikki M. James', 'Donald Webber Jr.', 'Grace Rex', 'Blaze James Gorman', 'Merritt Wever']",['Dan Erickson'],N.A.,"['Ben Stiller', 'Nicholas Weinstock', 'Jackie Cohn', 'Mark Friedman', 'Dan Erickson', 'Andrew Colville', 'Chris Black', 'John Cameron', 'Beau Willimon', 'Caroline Baron', 'Richard Schwartz', 'Jordan Tappis', 'Adam Scott', 'Patricia Arquette']","['Aoife McArdle', 'Amanda Overton', 'Gerry Robert Byrne']","['Jessica Lee Gagné', 'Matt Mitchell', 'Suzie Lavelle', 'David Lanzenberg']","['Geoffrey Richman', 'Gershon Hinkson', 'Erica Freed Marker']"
Mad Men,104,TV Series,No,2007,2015,8.7,"278,000","4,425",47,['AMC'],United States,['Drama'],"['Lionsgate', 'RadicalMedia', 'Weiner Bros.']",Matthew Weiner,92,7,"['Jon Hamm', 'Elisabeth Moss', 'Vincent Kartheiser', 'January Jones', 'Christina Hendricks', 'Aaron Staton', 'Rich Sommer', 'John Slattery', 'Kiernan Shipka', 'Robert Morse', 'Christopher Stanley', 'Jessica Paré', 'Jay R. Ferguson', 'Michael Gladis', 'Bryan Batt', 'Kevin Rahm', 'Mason Cotton', 'Jared Harris', 'Ben Feldman', 'Jared Gilmore', 'Maggie Siff']","['Kiernan Shipka', 'Alison Brie', 'Stephanie Drake', 'Robert Morse', 'Teyonah Parris', 'Mark Moses', 'Alexa Alemanni', 'Beth Hall', 'Julie McNiven', 'Peyton List', 'Anne Dudek', 'Joel Murray', 'Aaron Hart', 'Deborah Lacey', 'Harry Hamlin']",['Matthew Weiner'],N.A.,"['Matthew Weiner', 'Scott Hornbacher', 'Andre Jacquemetton', 'Maria Jacquemetton', 'Janet Leahy']",N.A.,N.A.,N.A.
Peep Show,105,TV Series,No,2003,2015,8.7,"68,100","1,318",24,['Channel 4'],United Kingdom,['Comedy'],['Objective Media Group'],Sam Bain,54,9,"['David Mitchell', 'Robert Webb', 'Sophie Winkleman', 'Olivia Colman']","['Matt King', 'Olivia Colman', 'Neil Fitzmaurice', 'Isy Suttie', 'Paterson Joseph', 'Sophie Winkleman', 'Jim Howick', 'Rachel Blanchard', 'Elizabeth Marmur', 'Vera Filatova', 'Paul Clayton', 'Endy McKay', 'Emily Bruni', 'Camilla Beeput', 'Catherine Shepherd']","[""Andrew O'Connor"", 'Jesse Armstrong', 'Sam Bain']","['Jesse Armstrong', 'Sam Bain', 'Simon Blackwell', 'Tom Basden', 'Jon Brown']","[""Andrew O'Connor"", 'Andrew Newman', 'Sam Bain', 'Jesse Armstrong']","['Phil Clarke', 'Robert Popper', 'Izzy Mant', 'Hannah Mackay']",N.A.,['Mark Davies Mark Everson Lucien Clayton Stefan Stuckert Jonathan Amos Paul Machliss Stephen Matthews']
Blue Eye Samurai,106,TV Series,Yes,2023,,8.7,"93,800",383,42,['Netflix'],United States,"['Action', 'Adventure', 'Animation']","['Blue Spirit Animation', '3 Arts Entertainment', 'J.A. Green Construction Corp.']",Amber Noizumi,8,2,"['Maya Erskine', 'George Takei', 'Masi Oka', 'Cary-Hiroyuki Tagawa', 'Brenda Song', 'Darren Barnet', 'Randall Park', 'Kenneth Branagh']","['Gedde Watanabe', 'Patrick Gallagher', 'Eric Bauza', 'Clyde Kusatsu', 'Keone Young', 'Ming-Na Wen', 'Marcus Choi', 'Judah Green', 'Orli Mariko Green', 'Ann Harada', 'Amber Noizumi', 'Harry Shum Jr.', 'Mark Dacascos', 'Matthew Yang King', 'West Liang']","['Amber Noizumi', 'Michael Green']",N.A.,"['Michael Green', 'Amber Noizumi', 'Erwin Stoff']","['Jane Wu', 'Nick Read', 'Nicholas Cofrancesco', 'Haven Alexander', 'Kevin Hart']",N.A.,"['Yuka Shirasuna', 'Brad Lee Zimmerman']"
Invincible,107,TV Series,Yes,2021,,8.7,"283,000","1,196",42,['Amazon'],United States,"['Superhero', 'Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Science Fiction']","['Amazon Studios', 'Skybound North', 'Skybound Entertainment', 'Skybound Animation', 'Amazon MGM Studios']",N.A.,24,3,"['Steven Yeun', 'Sandra Oh', 'J.K. Simmons']","['Grey DeLisle', 'Walton Goggins', 'Gillian Jacobs', 'Chris Diamantopoulos', 'Jason Mantzoukas', 'Ross Marquand', 'Khary Payton', 'Zazie Beetz', 'Andrew Rannells', 'Zachary Quinto', 'Melise', 'Nyima Funk', 'Robert Kesselman', 'Dan Navarro', 'Ami Shukla']",['Robert Kirkman'],N.A.,"['Robert Kirkman', 'Simon Racioppa', 'Cory Walker', 'David Alpert', 'Margaret M. Dean', 'Catherine Winder', 'Seth Rogen', 'Evan Goldberg']","['Maude Lewis', 'Helen Leigh']",N.A.,"['Scott Winlaw', 'Matthew Sipple']"
Monster,108,TV Series,No,2004,2005,8.7,"51,400","1,776",24,['NTV'],Japan,"['Drama', 'Anime', 'Crime', 'Mystery', 'Suspense']","['Shogakukan Production', 'Madhouse', 'VAP']",N.A.,74,1,"['Hidenobu Kiuchi', 'Nozomu Sasaki', 'Mamiko Noto', 'Tsutomu Isobe']","['Eiji Hanawa', 'Mamiko Noto', 'Yasushi Miyabayashi', 'Nozomu Sasaki', 'Shiho Kawaragi', 'Tsutomu Isobe', 'Ichiro Nagai', 'Junko Takeuchi', 'Mami Koyama', 'Hideyuki Tanaka', 'Takehiro Murozono', 'Takayuki Sugo', 'Nobuyuki Katsube', 'Tomokazu Seki', 'Nachi Nozawa']",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Naruto: Shippuden,109,TV Series,No,2007,2017,8.7,"202,000","11,500",25,['TV Tokyo'],Japan,"['Anime', 'Action', 'Adventure', 'Fantasy']","['TV Tokyo', 'Pierrot', 'Sound Box', 'Rakuonsha', 'Aniplex']",N.A.,500,20,"['Junko Takeuchi', 'Noriaki Sugiyama', 'Chie Nakamura', 'Kazuhiko Inoue', 'Showtaro Morikubo', 'Satoshi Hino', 'Akira Ishida', 'Hideo Ishikawa', 'Koichi Tochika', 'Keiko Nemoto', 'Kujira', 'Masako Katsuki', 'Masashi Ebara', 'Nobuo Tobita', 'Nobutoshi Canna', 'Romi Park', 'Shinji Kawada', 'Tomoyuki Dan', 'Rikiya Koyama', 'Nana Mizuki', 'Hochu Otsuka', 'Kentaro Ito', 'Yōichi Masukawa', 'Yukari Tamura', 'Ryoka Yuzuki', 'Kohsuke Toriumi', 'Tessyo Genda', 'Yasuyuki Kase', 'Kenji Yamauchi', 'Kenyu Horiuchi', 'Ikuko Tani', 'Naoya Uchida', 'Takashi Kondo', 'Atsuko Tanaka', 'Kanako Toujou', 'Toshihiko Seki', 'Yutaka Aoyama', 'Daiki Nakamura', 'Hidekatsu Shibata', 'Shuhei Sakaguchi', 'Toshiyuki Morikawa', 'Takaya Hashi', 'Jurota Kosugi', 'Masaki Terasoma', 'Hiroshi Ito', 'Tomohiro Tsuboi', 'Emi Shinohara', 'Ikue Otani', 'Takako Honda', 'Unsho Ishizuka', 'Rumi Ochiai', 'Sôsuke Komori', 'Takahiro Sakurai', 'Eisuke Asakura', 'Katsuhiko Kawamoto', 'Jouji Nakata', 'Shunsuke Sakuya', 'Akeno Watanabe']",[],N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
The Simpsons,110,TV Series,Yes,1989,,8.6,"457,000","17,853",22,['FOX'],United States,"['Animation', 'Comedy', 'Family']","['Gracie Films', '20th Century Fox Television', '20th Television Animation', '20th Television']",Matt Groening,786,37,"['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith', 'Hank Azaria', 'Harry Shearer']","['Pamela Hayden', 'Tress MacNeille', 'Marcia Wallace', 'Maggie Roswell', 'Chris Edgerly', 'Karl Wiedergott', 'Russi Taylor', 'Kevin Michael Richardson', 'Alex Désert', 'Phil Hartman', 'Joe Mantegna', 'Grey DeLisle', 'Dawnn Lewis', 'Kelsey Grammer', 'Maurice LaMarche']",['Matt Groening'],['List of writers'],"['James L. Brooks Matt Groening Al Jean Matt Selman John Frink Sam Simon Mike Reiss David Mirkin Bill Oakley Josh Weinstein Mike Scully David X. Cohen George Meyer Carolyn Omine Tim Long Ian Maxtone-Graham', 'James L. Brooks', 'Matt Groening', 'Al Jean', 'Matt Selman', 'John Frink', 'Sam Simon', 'Mike Reiss', 'David Mirkin', 'Bill Oakley', 'Josh Weinstein', 'Mike Scully', 'David X. Cohen', 'George Meyer', 'Carolyn Omine', 'Tim Long', 'Ian Maxtone-Graham']","['Bonita Pietila', 'Richard Raynis', 'Richard Sakai', 'Denise Sirkot']",N.A.,"['Don Barrozo', 'Michael Bridge']"
Star Trek: The Next Generation,111,TV Series,No,1987,1994,8.7,"144,000","8,145",45,['Syndication'],United States,"['Drama', 'Science Fiction', 'Action', 'Adventure', 'Mystery']","['Paramount Television', 'Norway Corporation']",Gene Roddenberry,176,7,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton', 'Michael Dorn', 'Marina Sirtis', 'Gates McFadden', 'Wil Wheaton', 'Denise Crosby', 'Diana Muldaur']","['Colm Meaney', 'Majel Barrett', 'Whoopi Goldberg', 'Michael Braveheart', 'Patti Yasutake', 'Joyce Agu', 'Denise Crosby', 'Rad Milo', 'Wil Wheaton', 'John de Lancie', 'Michelle Forbes', 'Lorine Mendell', 'Rosalind Chao', 'Tim McCormack', 'Brian Bonsall']",['Gene Roddenberry'],N.A.,"['Gene Roddenberry', 'Maurice Hurley', 'Rick Berman', 'Michael Piller', 'Jeri Taylor']",N.A.,"['Edward R. Brown', 'Marvin V. Rush', 'Jonathan West']",N.A.
House,112,TV Series,No,2004,2012,8.7,"565,000","7,835",44,['FOX'],United States,"['Drama', 'Mystery', 'Comedy']","['Universal Television', 'Bad Hat Harry Productions', 'Heel & Toe Films', 'Shore Z Productions']",David Shore,177,8,"['Hugh Laurie', 'Robert Sean Leonard', 'Omar Epps', 'Jesse Spencer', 'Lisa Edelstein', 'Jennifer Morrison', 'Peter Jacobson', 'Olivia Wilde', 'Kal Penn', 'Amber Tamblyn', 'Odette Annable', 'Charlyne Yi']","['Bobbin Bergstrom', 'Anne Dudek', 'Olivia Wilde', 'Jennifer Crystal Foley', 'Kal Penn', 'Peter Jacobson', 'Liz Benoit', 'Stephanie Venditto', 'Sela Ward', 'Michael Weston', 'Ron Perkins', 'David Morse', 'Edi Gathegi', 'Cynthia Watros', 'Karolina Wydra']",['David Shore'],N.A.,"['Katie Jacobs', 'Paul Attanasio', 'David Shore', 'Bryan Singer', 'Thomas L. Moran', 'Russel Friend', 'Garrett Lerner', 'Greg Yaitanes', 'Hugh Laurie']",N.A.,"['Newton Thomas Sigel', 'Walt Lloyd', 'Roy H. Wagner', 'Gale Tattersall', 'Tony Gaudioz']",N.A.
Justice League Unlimited,113,TV Series,No,2004,2006,8.7,"23,400",897,23,['Cartoon Network'],United States,"['Action', 'Animation', 'Adventure', 'Superhero']",['Warner Bros. Animation'],N.A.,39,3,"['Kevin Conroy', 'George Newbern', 'Susan Eisenberg', 'Carl Lumbly', 'Phil LaMarr']","['Clancy Brown', 'Michael Rosenbaum', 'Maria Canals-Barrera', 'CCH Pounder', 'Kin Shriner', 'Lex Lang', 'Jennifer Hale', 'Nicholle Tom', 'Juliet Landau', 'Michael Beach', 'Robert Foxworth', 'Chris Cox', 'J.K. Simmons', 'Corey Burton', 'Jeffrey Combs']",N.A.,N.A.,['Sander Schwartz'],"['Dwayne McDuffie', 'Bruce Timm', 'James Tucker']",N.A.,['Joe Gall']
Arrested Development,114,TV Series,No,2003,2019,8.7,"336,000","2,155",22,"['FOX', 'Netflix']",United States,['Comedy'],"['Imagine Television', 'The Hurwitz Company', '20th Century Fox Television', 'Dakota Pictures']",Mitchell Hurwitz,84,5,"['Jason Bateman', 'Portia de Rossi', 'Will Arnett', 'Michael Cera', 'Alia Shawkat', 'Tony Hale', 'David Cross', 'Jeffrey Tambor', 'Jessica Walter', 'Ron Howard']","['Henry Winkler', 'John Beard', 'Liza Minnelli', 'Mae Whitman', 'Justin Grant Wade', 'Ed Begley Jr.', 'Isla Fisher', 'Maria Bamford', 'Kyle Mooney', 'Judy Greer', 'Justin Lee', 'B.W. Gonzalez', 'Jeff Garlin', 'Christine Taylor', 'Jay Johnston']",['Mitchell Hurwitz'],N.A.,"['Brian Grazer', 'Ron Howard', 'David Nevins', 'Mitchell Hurwitz', 'Jim Vallely', 'Troy Miller']","['Victor Hsu', 'Barbie Feldman Adler', 'Brad Copeland', 'John Amodeo', 'John Foy', 'Joe Russo', 'Anthony Russo', 'Michael Cera']",N.A.,N.A.
